Route Name,Ascent Label,Ascent ID,Ascent Link,Ascent Type,Route Grade,Ascent Grade,Route Gear Style,Ascent Gear Style,Route Height,Ascent Height,# Ascents,Route Stars,Route ID,Route Link,Country,Country Link,Crag Name,Crag Link,Crag Path,With,Comment,Quality,Ascent Date,Log Date,Shot
Txumari Democràtic,,7716377604,http://www.thecrag.com/ascent/7716377604,Hang dog,6c,,Sport,Sport,15m,,9,**,5312692281,http://www.thecrag.com/route/5312692281,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Genís,"I was almost able to handle the difficult part and sending it but I step into the rope and I slipped, just when I was able to do the difficult movement. Anyway, next time.",Classic,2023-06-01T00:00:00Z,2023-06-01T20:19:01Z,
Txumari Democràtic,,7716316422,http://www.thecrag.com/ascent/7716316422,Attempt,6c,,Sport,Sport,15m,,9,**,5312692281,http://www.thecrag.com/route/5312692281,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Genís,"Another failure because I forgot again the crux of the crag, but this time I focused for remembering for next time.",Classic,2023-06-01T00:00:00Z,2023-06-01T20:18:06Z,
Txumari Democràtic,,7716314601,http://www.thecrag.com/ascent/7716314601,Attempt,6c,,Sport,Sport,15m,,9,**,5312692281,http://www.thecrag.com/route/5312692281,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Genís,"Another attempt but I forgot how to handle the difficult part, so I decided to go down and try again",Classic,2023-06-01T00:00:00Z,2023-06-01T20:17:17Z,
Txumari Democràtic,,7715854293,http://www.thecrag.com/ascent/7715854293,Hang dog,6c,,Sport,Sport,15m,,9,**,5312692281,http://www.thecrag.com/route/5312692281,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Genís,"Another attempt to the project today. Even though I wasn't able to send it, I felt more confident this time.",Classic,2023-06-01T00:00:00Z,2023-06-01T18:45:24Z,
Pacollons,,7715778573,http://www.thecrag.com/ascent/7715778573,Hang dog,6c,,Sport,Sport,18m,,2,*,5312594394,http://www.thecrag.com/route/5312594394,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,Genís,"Most of the route is pretty easy except for the crux, between the 4th and 5th bolts, where the 6c is all concentrated. Tiny hands there where the theory is very important.",Classic,2023-06-01T00:00:00Z,2023-06-01T17:42:09Z,
El ser rumano,,7715213208,http://www.thecrag.com/ascent/7715213208,Onsight,6a+,,Sport,Sport,20m,,1,*,5312587173,http://www.thecrag.com/route/5312587173,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,Genís,"Nice route for warm-up with an easy hands. Also, pretty safe during the whole route.",Classic,2023-06-01T00:00:00Z,2023-06-01T16:41:57Z,
CAT,,7690252908,http://www.thecrag.com/ascent/7690252908,Onsight,6b+,,Sport,Sport,22m,,1,*,348566682,http://www.thecrag.com/route/348566682,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Elena Ruiz,  Marc Klingenberg,  Genís,  Ribeiro di Janiero","A fun beginning where using the tree nearby is must (not sure what's going to happen with this crag if that tree one day is gone). The rest is pretty nice, where the balance is by far more important than strength.",Very Good,2023-05-28T00:00:00Z,2023-05-28T17:00:05Z,
Olor de matxo,,7689421896,http://www.thecrag.com/ascent/7689421896,Onsight,6a,,Sport,Sport,20m,,1,**,348572586,http://www.thecrag.com/route/348572586,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Elena Ruiz,  Marc Klingenberg,  Genís,  Ribeiro di Janiero","A pretty interesting beginning with an slippery part. Make sure to go left after the third bolt, if not you could start with the neighbor 6b.",Very Good,2023-05-28T00:00:00Z,2023-05-28T14:50:55Z,
La flauta,,7689418266,http://www.thecrag.com/ascent/7689418266,Onsight,6a+,,Sport,Sport,20m,,1,**,348572673,http://www.thecrag.com/route/348572673,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Elena Ruiz,  Marc Klingenberg,  Genís,  Ribeiro di Janiero","A beautiful chimney where the feet is very important for sending the crag. Even though the bolts are a bit separated, it feels pretty safe.",Very Good,2023-05-28T00:00:00Z,2023-05-28T14:48:25Z,
Dune,,7688799747,http://www.thecrag.com/ascent/7688799747,Onsight,5,,Sport,Sport,20m,,1,**,348573255,http://www.thecrag.com/route/348573255,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Elena Ruiz,  Marc Klingenberg,  Genís,  Ribeiro di Janiero","Very long and fun crag, very recommended for warm-up. Nice views on the top!",Classic,2023-05-28T00:00:00Z,2023-05-28T12:02:08Z,
Txumari Democràtic,,7635181440,http://www.thecrag.com/ascent/7635181440,Hang dog,6c,,Sport,Sport,15m,,9,**,5312692281,http://www.thecrag.com/route/5312692281,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Genís,  Marc Klingenberg,  Ana Mestre,  Andreu","I tried for the second time in the same day, and I was able to do a bit more but still I wasn't able to do the hard part.",Classic,2023-05-18T00:00:00Z,2023-05-18T20:02:18Z,
Txumari Democràtic,,7634691453,http://www.thecrag.com/ascent/7634691453,Hang dog,6c,,Sport,Sport,15m,,9,**,5312692281,http://www.thecrag.com/route/5312692281,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Genís,  Marc Klingenberg,  Ana Mestre,  Andreu","Another try, the first one of the day, for familiarizing the crag once again. I'll try once again, and now for real, later.",Classic,2023-05-18T00:00:00Z,2023-05-18T18:23:52Z,
Directa cansino,,7634506719,http://www.thecrag.com/ascent/7634506719,Onsight,6b+,,Sport,Sport,18m,,1,*,6113263689,http://www.thecrag.com/route/6113263689,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,"Genís,  Marc Klingenberg,  Ana Mestre,  Andreu","Not a 6b+ in my opinion, more an 6b than anything else. Incredible good hands but some slippery feet at the beginning. Then, a nice ending.",Very Good,2023-05-18T00:00:00Z,2023-05-18T17:17:15Z,
Benito Kamela,,7634489571,http://www.thecrag.com/ascent/7634489571,Onsight,6a+,,Sport,Sport,12m,,2,*,5312700129,http://www.thecrag.com/route/5312700129,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Genís,  Marc Klingenberg,  Ana Mestre,  Andreu",Nice warm-up with an easy beginning. Important to go left in last but one bolt for making it easier.,Classic,2023-05-18T00:00:00Z,2023-05-18T17:11:25Z,
Frenando Alonso,,7580630193,http://www.thecrag.com/ascent/7580630193,Hang dog,6c,,Sport,Sport,20m,,2,**,5312588106,http://www.thecrag.com/route/5312588106,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,"Quim Picó Mora,  Ana Mestre,  Genís,  Elena Ruiz,  Marc Klingenberg,  Ferran Noguera","From the 3rd to the 6th bolt it's pretty difficult in terms of technique and physic. I was about to complete it hang it, but I needed to rest in almost every single move of the difficult part. I realized I need more practice to try to send this one.",Very Good,2023-05-07T00:00:00Z,2023-05-07T20:32:08Z,
Txumari Democràtic,,7580622267,http://www.thecrag.com/ascent/7580622267,Hang dog,6c,,Sport,Sport,15m,,9,**,5312692281,http://www.thecrag.com/route/5312692281,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Quim Picó Mora,  Ana Mestre,  Genís,  Elena Ruiz,  Marc Klingenberg,  Ferran Noguera","I gave another try in the same day but I fell in the same point. However, I felt more comfortable than last time so I have the hope that this crag will be my first 6c sent.",Classic,2023-05-07T00:00:00Z,2023-05-07T20:29:47Z,
Txumari Democràtic,,7580619021,http://www.thecrag.com/ascent/7580619021,Hang dog,6c,,Sport,Sport,15m,,9,**,5312692281,http://www.thecrag.com/route/5312692281,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Quim Picó Mora,  Ana Mestre,  Genís,  Elena Ruiz,  Marc Klingenberg,  Ferran Noguera","Pretty interesting route. An easy beginning and ending, but the difficult part is in the middle in just two bolts, where the foot is good but the hands are pretty tiny, but doable after knowing the beta.",Classic,2023-05-07T00:00:00Z,2023-05-07T20:28:40Z,
Can si no,,7579016514,http://www.thecrag.com/ascent/7579016514,Red point,6b,,Sport,Sport,20m,,2,**,5312586141,http://www.thecrag.com/route/5312586141,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,"Quim Picó Mora,  Ana Mestre,  Genís,  Elena Ruiz,  Marc Klingenberg,  Ferran Noguera","After falling between the first and second bolt, where the 6b is, I was able to send it going a bit to the right using a inverted hand. After the 4th bolt, it's pretty easy with a wonderful layback. Super fun route and very recommended.",Very Good,2023-05-07T00:00:00Z,2023-05-07T15:34:33Z,
Can si no,,7578994191,http://www.thecrag.com/ascent/7578994191,Attempt,6b,,Sport,Sport,20m,,2,**,5312586141,http://www.thecrag.com/route/5312586141,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,"Quim Picó Mora,  Ana Mestre,  Genís,  Elena Ruiz,  Marc Klingenberg,  Ferran Noguera",I fell between the first and the second bolt since I wasn't able to see the beta (or at least my beta). I decided to go down and try it from scratch.,Very Good,2023-05-07T00:00:00Z,2023-05-07T15:27:30Z,
Generación pantalla,,7578738516,http://www.thecrag.com/ascent/7578738516,Onsight,5+,,Sport,Sport,15m,,2,**,6119356167,http://www.thecrag.com/route/6119356167,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Quim Picó Mora,  Ana Mestre,  Genís,  Elena Ruiz,  Marc Klingenberg,  Ferran Noguera","Nice route for warming-up, pretty easy beggining with a nice ending. Very well equipped.",Classic,2023-05-07T00:00:00Z,2023-05-07T14:21:23Z,
Triangulo,,7548901401,http://www.thecrag.com/ascent/7548901401,Attempt,6b+,,Sport,Sport,22m,,1,*,18408181,http://www.thecrag.com/route/18408181,Spain,http://www.thecrag.com/area/11747395,Siurana,http://www.thecrag.com/area/14158033,Siurana - Can Melafots,"Ana Mestre,  Elena Ruiz,  Genís,  Guillem Felis,  Marc Klingenberg","The first pitch is all good, and the 6b+ is more physical than technical, even some parts of campus. A nice and fun boulder problem that I'll try again. However, it's pretty dangerous since the one under cannot see you.
1:
2:",Classic,2023-05-01T00:00:00Z,2023-05-01T18:20:27Z,
Del triangle,,7548858543,http://www.thecrag.com/ascent/7548858543,Onsight,5+,,Sport,Sport,15m,,1,**,414034569,http://www.thecrag.com/route/414034569,Spain,http://www.thecrag.com/area/11747395,Siurana,http://www.thecrag.com/area/14158033,Siurana - Can Melafots,"Ana Mestre,  Elena Ruiz,  Genís,  Guillem Felis,  Marc Klingenberg","All it's an easy 5+ but the beginning is pretty tricky for being a 5+, but pretty cool anyways!",Classic,2023-05-01T00:00:00Z,2023-05-01T18:11:07Z,
Pittbulín,,7548831447,http://www.thecrag.com/ascent/7548831447,Hang dog,6a,,Sport,Sport,18m,,1,**,1742044200,http://www.thecrag.com/route/1742044200,Spain,http://www.thecrag.com/area/11747395,Siurana,http://www.thecrag.com/area/14158033,Siurana - Can Gans Dionís,"Ana Mestre,  Elena Ruiz,  Genís,  Guillem Felis,  Marc Klingenberg","I've done a wrong movement in the third bolt, which made hang at that point. The route is extremely physical for being a 6A, so I would say is a 6A+. Actually, the whole sector is more difficult that the registered grade.",Very Good,2023-05-01T00:00:00Z,2023-05-01T18:03:23Z,
Via fora,,7548814335,http://www.thecrag.com/ascent/7548814335,Onsight,5b,,Sport,Sport,18m,,1,**,1230637218,http://www.thecrag.com/route/1230637218,Spain,http://www.thecrag.com/area/11747395,Siurana,http://www.thecrag.com/area/14158033,Siurana - Can Gans Dionís,"Ana Mestre,  Elena Ruiz,  Genís,  Guillem Felis,  Marc Klingenberg","It has a pretty tricky beginning along with the the last but one bolt, which it's interesting. I would say is a more 5+ than a 5 (actually, the whole sector).",Very Good,2023-05-01T00:00:00Z,2023-05-01T18:00:27Z,
La Osa Golosa,,7543151064,http://www.thecrag.com/ascent/7543151064,Onsight,6a,,Sport,Sport,18m,,1,*,18411445,http://www.thecrag.com/route/18411445,Spain,http://www.thecrag.com/area/11747395,Siurana,http://www.thecrag.com/area/14158033,Siurana - Can Marges De Dalt,"Marc Klingenberg,  Ana Mestre,  Genís,  Elena Ruiz,  David Aleu Moseguí,  Guillem Felis","Each bolt are pretty far away from each other, so being strong in mind is vital for sending this route.",Very Good,2023-04-30T00:00:00Z,2023-04-30T21:10:20Z,
Justine,,7542990825,http://www.thecrag.com/ascent/7542990825,Attempt,6c,,Sport,Sport,18m,,1,*,747121689,http://www.thecrag.com/route/747121689,Spain,http://www.thecrag.com/area/11747395,Siurana,http://www.thecrag.com/area/14158033,Siurana - Can Marges De Dalt,"Marc Klingenberg,  Ana Mestre,  Genís,  Elena Ruiz,  David Aleu Moseguí,  Guillem Felis","Indeed, there are only 4 bolts and what a 4 bolts. I wasn't able to send it, even resting, since after the second bolt is crazy.

Aside from this, as a comment, the first bolt is super far away.",Good,2023-04-30T00:00:00Z,2023-04-30T20:55:34Z,
Re i no re mes,,7542869298,http://www.thecrag.com/ascent/7542869298,Hang dog,6c,,Sport,Sport,16m,,2,*,747120666,http://www.thecrag.com/route/747120666,Spain,http://www.thecrag.com/area/11747395,Siurana,http://www.thecrag.com/area/14158033,Siurana - Can Marges De Dalt,"Marc Klingenberg,  Ana Mestre,  Genís,  Elena Ruiz,  David Aleu Moseguí,  Guillem Felis","It's very important to keep your right hand pretty close to the neighbor 6A and using the right hand to pass the rope. Pretty difficult and tiny holes, specially from the second bolt. However, I would say it's possible.",Very Good,2023-04-30T00:00:00Z,2023-04-30T20:42:17Z,
Capitan capitruño,,7542817266,http://www.thecrag.com/ascent/7542817266,Onsight,6b+,,Sport,Sport,20m,,1,**,747120480,http://www.thecrag.com/route/747120480,Spain,http://www.thecrag.com/area/11747395,Siurana,http://www.thecrag.com/area/14158033,Siurana - Can Marges De Dalt,"Marc Klingenberg,  Ana Mestre,  Genís,  Elena Ruiz,  David Aleu Moseguí,  Guillem Felis","A classic 6b+ with very predinticable movements, very physicals though. I was able to send it because it was the second one of the day.",Very Good,2023-04-30T00:00:00Z,2023-04-30T20:35:52Z,
Escuela de calor,,7542776013,http://www.thecrag.com/ascent/7542776013,Onsight,6a,,Sport,Sport,17m,,1,**,747120852,http://www.thecrag.com/route/747120852,Spain,http://www.thecrag.com/area/11747395,Siurana,http://www.thecrag.com/area/14158033,Siurana - Can Marges De Dalt,"Marc Klingenberg,  Ana Mestre,  Genís,  Elena Ruiz,  David Aleu Moseguí,  Guillem Felis","The first two bolts are pretty crazy, very scary if you are not prepared. However, a very fun route even though I consider it a 6A hard.",Very Good,2023-04-30T00:00:00Z,2023-04-30T20:31:13Z,
King of Kong,,7491109998,http://www.thecrag.com/ascent/7491109998,Hang dog,6b+,,Sport,Sport,15m,,2,**,348574131,http://www.thecrag.com/route/348574131,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Marc Klingenberg,  Ferran Noguera,  Ribeiro di Janiero",A very physical crag where was pretty difficult for me to send it all together where I rest/fall in 3 places. I like it but I've done 6b+ I enjoyed more.,Classic,2023-04-22T00:00:00Z,2023-04-22T15:56:08Z,
King of Kong,,7490939526,http://www.thecrag.com/ascent/7490939526,Attempt,6b+,,Sport,Sport,15m,,2,**,348574131,http://www.thecrag.com/route/348574131,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Marc Klingenberg,  Ferran Noguera,  Ribeiro di Janiero","I tried in the same attempt like 5 times the first movement, which is pretty crazy. After knowing my beta, I decided to go to the ground for trying the red point.",Classic,2023-04-22T00:00:00Z,2023-04-22T15:06:13Z,
Anathema,,7490759553,http://www.thecrag.com/ascent/7490759553,Onsight,6b,,Sport,Sport,14m,,1,**,348574071,http://www.thecrag.com/route/348574071,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Marc Klingenberg,  Ferran Noguera,  Ribeiro di Janiero","A wonderful route where the beginning is pretty difficult from a theory point of view, but since it's from the ground it's easy to study it. It's super fun, very recommended.",Classic,2023-04-22T00:00:00Z,2023-04-22T13:57:00Z,
Sorral,,7490551200,http://www.thecrag.com/ascent/7490551200,Onsight,6a,,Sport,Sport,16m,,1,**,1514713722,http://www.thecrag.com/route/1514713722,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Marc Klingenberg,  Ferran Noguera,  Ribeiro di Janiero","An easy starting with a wonderful, and very physical, layback in the last bolt that makes, in my opinion, a 6A hard route.",Classic,2023-04-22T00:00:00Z,2023-04-22T12:37:00Z,
